Ticker,Sector,Industry,Market_Cap,Volume
QRVO,Technology,Semiconductors,7237317632,3241118
PAY,Technology,Software - Infrastructure,3839973376,441323
KBR,Industrials,Engineering & Construction,6988542976,1510594
WWD,Industrials,Aerospace & Defense,11321713664,486706
RRTS,Industrials,Trucking,200650064,17371
MMS,Industrials,Specialty Business Services,3814866944,912457
TWI,Industrials,Farm & Heavy Construction Machinery,552469760,830718
TTEK,Industrials,Engineering & Construction,8250148352,2823835
MTZ,Industrials,Engineering & Construction,10851232768,901210
MSCI,Financial Services,Financial Data & Stock Exchanges,44440240128,486523
MPW,Real Estate,REIT - Healthcare Facilities,2905936128,12910103
MELI,Consumer Cyclical,Internet Retail,1.05E+11,369783
LSTR,Industrials,Integrated Freight & Logistics,5643159552,287886
LAD,Consumer Cyclical,Auto & Truck Dealerships,10247064576,334410
VMI,Industrials,Conglomerates,6472236032,117367
SKYW,Industrials,Airlines,4387261440,363103
ROL,Consumer Cyclical,Personal Services,25145114624,1625383
PRLB,Industrials,Metal Fabrication,1103689728,262977
PMT,Real Estate,REIT - Mortgage,1191732992,742196
PLD,Real Estate,REIT - Industrial,1.12E+11,4173789
MUX,Basic Materials,Other Precious Metals & Mining,403286976,767430
TBI,Industrials,Staffing & Employment Services,218735856,156728
IIIN,Industrials,Metal Fabrication,599822656,164320
ZEUS,Basic Materials,Steel,389080896,90654
XYL,Industrials,Specialty Industrial Machinery,31847657472,1442906
UDR,Real Estate,REIT - Residential,16248521728,1834642
TXRH,Consumer Cyclical,Restaurants,11436797952,778998
MTN,Consumer Cyclical,Resorts & Casinos,6217395200,600577
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11884811264,1859800
THO,Consumer Cyclical,Recreational Vehicles,5456626176,585215
RWT,Real Estate,REIT - Mortgage,856079232,960111
PLAB,Technology,Semiconductor Equipment & Materials,1426313216,516742
MWA,Industrials,Specialty Industrial Machinery,4239161856,1276515
MPWR,Technology,Semiconductors,33475620864,931864
LXU,Basic Materials,Chemicals,559360832,309508
KRO,Basic Materials,Specialty Chemicals,1068684416,182686
WTI,Energy,Oil & Gas E&P,246087856,1966105
WSBC,Financial Services,Banks - Regional,2447257088,459650
TREE,Financial Services,Financial Conglomerates,617057152,290903
STNG,Energy,Oil & Gas Midstream,2229427200,968720
NR,Energy,Oil & Gas Equipment & Services,627105408,626267
LYTS,Technology,Electronic Components,600522496,140961
WOOF,Consumer Cyclical,Specialty Retail,810431552,4227357
WMK,Consumer Defensive,Grocery Stores,1947713280,78118
WEX,Technology,Software - Infrastructure,6171185152,437408
W,Consumer Cyclical,Internet Retail,5963931136,3516630
ROP,Technology,Software - Application,61488324608,617349
OSIS,Technology,Electronic Components,3540620288,228084
MYE,Consumer Cyclical,Packaging & Containers,448608000,462589
MTX,Basic Materials,Specialty Chemicals,2355937024,153125
MGA,Consumer Cyclical,Auto Parts,11398857728,1545901
KNX,Industrials,Trucking,8816692224,1935422
JOUT,Consumer Cyclical,Leisure,307111616,51118
WING,Consumer Cyclical,Restaurants,9112193024,509589
SEDG,Technology,Solar,860558976,4448905
QUAD,Industrials,Specialty Business Services,408612192,270577
OFLX,Industrials,Specialty Industrial Machinery,388327744,17513
NNI,Financial Services,Credit Services,4087128576,46750
NL,Industrials,Security & Protection Services,352191904,31986
MATX,Industrials,Marine Shipping,4710520320,244013
KELYA,Industrials,Staffing & Employment Services,506385152,638027
WTS,Industrials,Specialty Industrial Machinery,7332732416,167852
TTI,Energy,Oil & Gas Equipment & Services,590508800,992069
TEN,Energy,Oil & Gas Midstream,520183712,347777
SSTK,Communication Services,Internet Content & Information,1026080000,575844
SAIA,Industrials,Trucking,12823890944,364179
OIS,Energy,Oil & Gas Equipment & Services,343954944,493144
MRCY,Industrials,Aerospace & Defense,2723849984,521340
MERC,Basic Materials,Paper & Paper Products,435328928,280798
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1919325952,399725
IMKTA,Consumer Defensive,Grocery Stores,1229887360,119752
WOR,Industrials,Metal Fabrication,2165904384,262115
REXR,Real Estate,REIT - Industrial,9590383616,2068903
SCS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1412427264,582833
POWL,Industrials,Electrical Equipment & Parts,2584861952,518776
OLP,Real Estate,REIT - Diversified,561411392,51625
NPK,Industrials,Aerospace & Defense,708259904,39788
NC,Energy,Thermal Coal,232481472,10203
KFY,Industrials,Staffing & Employment Services,3435943680,343437
KAI,Industrials,Specialty Industrial Machinery,4160067840,102957
WCC,Industrials,Industrial Distribution,9490159616,663644
SIG,Consumer Cyclical,Luxury Goods,2291996928,1489689
KEY,Financial Services,Banks - Regional,19346688000,10968789
PHG,Healthcare,Medical Devices,26661259264,567261
KNOP,Industrials,Marine Shipping,200892352,88150
KMT,Industrials,Tools & Accessories,1738285952,900601
LRN,Consumer Defensive,Education & Training Services,6067783168,786877
KFRC,Industrials,Staffing & Employment Services,958579264,103781
KWR,Basic Materials,Specialty Chemicals,2507368448,142801
WYNN,Consumer Cyclical,Resorts & Casinos,8836812800,2167694
SLB,Energy,Oil & Gas Equipment & Services,58947772416,12721625
RIG,Energy,Oil & Gas Drilling,3179168768,23126067
SDRL,Energy,Oil & Gas Drilling,2022417792,781713
SSYS,Technology,Computer Hardware,840201472,697718
RLJ,Real Estate,REIT - Hotel & Motel,1471464064,1584427
TROX,Basic Materials,Chemicals,1381957504,1083071
SUN,Energy,Oil & Gas Refining & Marketing,7812732416,504372
TNK,Energy,Oil & Gas Midstream,1403454848,436027
NMM,Industrials,Marine Shipping,1309127808,147025
MPLX,Energy,Oil & Gas Midstream,54623068160,1831647
SSL,Basic Materials,Specialty Chemicals,2841245952,1164625
LXP,Real Estate,REIT - Industrial,2525114368,2024801
NRP,Energy,Thermal Coal,1341186432,32833
WNS,Technology,Information Technology Services,2557745664,526110
TSEM,Technology,Semiconductors,5354684416,724071
MRTN,Industrials,Trucking,1217070720,397964
TATT,Industrials,Aerospace & Defense,307200832,54037
SLAB,Technology,Semiconductors,4882936320,332827
LFUS,Technology,Electronic Components,6144615936,133354
MMYT,Consumer Cyclical,Travel Services,11445871616,639318
RDCM,Communication Services,Telecom Services,223775968,87345
PANL,Industrials,Marine Shipping,340397728,220349
LQDT,Consumer Cyclical,Internet Retail,1108413312,324923
CAPL,Energy,Oil & Gas Refining & Marketing,860996800,35486
USLM,Basic Materials,Building Materials,2935776768,127133
NVMI,Technology,Semiconductor Equipment & Materials,7813454848,202827
MS,Financial Services,Capital Markets,2.20E+11,6408849
MANU,Communication Services,Entertainment,2668451840,225883
MLR,Consumer Cyclical,Auto Parts,729255360,84340
TITN,Industrials,Industrial Distribution,416493856,279176
SMP,Consumer Cyclical,Auto Parts,673810240,104625
MSA,Industrials,Security & Protection Services,6418536960,170577
MLI,Industrials,Metal Fabrication,9169315840,1311064
MGRC,Industrials,Rental & Leasing Services,2949581056,136561
SUM,Basic Materials,Building Materials,9228477440,4001322
SMRT,Technology,Software - Application,290779168,967554
VLGEA,Consumer Defensive,Grocery Stores,504668320,27562
NXPI,Technology,Semiconductors,55810113536,2435672
STM,Technology,Semiconductors,21415493632,6040549
NSP,Industrials,Staffing & Employment Services,3211849216,421977
NSSC,Industrials,Security & Protection Services,920227392,470623
PDM,Real Estate,REIT - Office,987040000,749572
PSX,Energy,Oil & Gas Refining & Marketing,51846639616,3088945
RIO,Basic Materials,Other Industrial Metals & Mining,1.03E+11,2937457
PSA,Real Estate,REIT - Industrial,52772126720,698196
UL,Consumer Defensive,Household & Personal Products,1.46E+11,2396371
PNR,Industrials,Specialty Industrial Machinery,16058802176,1221522
PKX,Basic Materials,Steel,12988619776,303664
UGP,Energy,Oil & Gas Refining & Marketing,3103503104,2090557
POWI,Technology,Semiconductors,3402885376,403910
UMH,Real Estate,REIT - Residential,1438343296,436877
IPAR,Consumer Defensive,Household & Personal Products,4482640384,122079
PNRG,Energy,Oil & Gas E&P,334568992,14506
VNO,Real Estate,REIT - Office,8699024384,1258489
WSR,Real Estate,REIT - Retail,705315904,209408
TCI,Real Estate,Real Estate Services,232570496,3891
RUN,Technology,Solar,1924828672,9164727
RELY,Technology,Software - Infrastructure,5187217408,1455184
IRT,Real Estate,REIT - Residential,4858725888,1616274
VALE,Basic Materials,Other Industrial Metals & Mining,40852221952,32359649
YPF,Energy,Oil & Gas Integrated,16109548544,2562130
TS,Energy,Oil & Gas Equipment & Services,21130395648,1350311
TX,Basic Materials,Steel,5812680192,207725
TRU,Financial Services,Financial Data & Stock Exchanges,19538724864,1448869
UTI,Consumer Defensive,Education & Training Services,1478910336,600011
UFPT,Healthcare,Medical Devices,1949594368,94950
TTMI,Technology,Electronic Components,2667508992,663974
VECO,Technology,Semiconductor Equipment & Materials,1378006912,628966
VHI,Basic Materials,Chemicals,549484992,25584
VSH,Technology,Semiconductors,2411124480,2384715
FSBC,Financial Services,Banks - Regional,663663552,40984
CDXC,Consumer Defensive,Packaged Foods,426218784,534250
CYRX,Industrials,Integrated Freight & Logistics,331432160,334366
CSWI,Industrials,Specialty Industrial Machinery,5327123968,106584
IOSP,Basic Materials,Specialty Chemicals,2788471040,121174
SMPL,Consumer Defensive,Packaged Foods,3876597760,1048915
LTM,Industrials,Airlines,9870473216,212527
